date_time,tick_num,open,high,low,close,volume,cum_buy_volume,cum_ticks,cum_dollar_value
2024-04-01 01:23:09.403000+00:00,79659,71280.0,71288.23,70844.14,70974.18,1394.2240899998296,673.7860000000609,79659,99106983.31379922
2024-04-01 03:18:46.863000+00:00,169138,70974.18,71087.9,70705.88,70785.72,1394.1745800000656,698.463670000028,89479,98792057.22489952
2024-04-01 05:03:30.195000+00:00,274043,70785.72,70785.73,70410.03,70473.69,1394.0412799997362,606.4186200000372,104905,98383815.99758996
2024-04-01 05:48:26.910000+00:00,342904,70473.69,70515.6,69618.81,69670.01,1394.0550000000246,513.2538600000189,68861,97830835.05522189
2024-04-01 05:53:21.473000+00:00,390553,69670.01,69746.26,69125.0,69144.28,1394.0400900000336,550.219710000021,47649,96753233.28396708
2024-04-01 06:01:56.599000+00:00,439184,69144.27,69360.0,69000.0,69104.81,1394.046709999994,609.1872800000081,48631,96415330.3284848
2024-04-01 06:17:07.293000+00:00,487615,69104.81,69459.87,68888.0,69449.47,1394.0888000000111,607.948050000013,48431,96487116.74625732
2024-04-01 06:48:18.446000+00:00,532379,69449.47,69658.05,69269.72,69579.99,1394.5775500000348,719.4681300000325,44764,96893101.36591436
2024-04-01 07:34:33.481000+00:00,587737,69580.0,69786.0,69486.61,69618.0,1394.011870000072,731.326830000048,55358,97110371.75623992
2024-04-01 08:25:58.983000+00:00,644625,69618.02,69760.0,69300.34,69340.0,1394.3477499999226,668.1272700000814,56888,96952728.34718336
2024-04-01 09:19:04.755000+00:00,707014,69340.0,69616.65,69165.35,69540.0,1394.001770000032,775.6590800001115,62389,96785128.62149844
2024-04-01 10:47:07.504000+00:00,781277,69540.0,69549.86,69280.01,69514.87,1394.052050000051,780.5818000000638,74263,96794678.4256541
2024-04-01 12:14:19.779000+00:00,865325,69514.87,69799.98,69400.69,69600.0,1394.0021699997635,732.7779500001772,84048,96982053.41637664
2024-04-01 13:30:26.010000+00:00,939378,69600.0,70025.0,69582.01,70014.0,1394.0000300000122,774.6586500000722,74053,97291969.61712097
2024-04-01 14:14:38.928000+00:00,1006597,70014.0,70080.0,69628.05,69651.26,1394.017870000151,704.3715700000911,67219,97457584.72928035
2024-04-01 14:39:31.425000+00:00,1056708,69651.26,69757.67,69059.44,69103.34,1394.0425400000431,544.3047500000143,50111,96718945.78489912
2024-04-01 14:54:07.782000+00:00,1111381,69103.34,69256.07,68611.45,68695.2,1394.0545499999655,605.5255900000099,54673,96186533.81388593
2024-04-01 15:08:50.910000+00:00,1156687,68695.2,69021.66,68540.0,68650.0,1394.0369600000058,664.8001700000136,45306,95904417.92057608
2024-04-01 15:15:29.057000+00:00,1197129,68650.0,68670.0,68161.48,68480.0,1394.0854699999695,492.7468800000081,40442,95436269.50452268
2024-04-01 15:36:12.973000+00:00,1254841,68479.64,68882.35,68301.0,68696.0,1394.0008900000948,697.2947400000163,57712,95640011.1994552
2024-04-01 16:02:03.225000+00:00,1310921,68696.0,68784.99,68062.86,68338.0,1394.0863900000174,665.4422799999925,56080,95403893.7287129
2024-04-01 16:43:44.668000+00:00,1367815,68338.0,68728.23,68226.32,68609.98,1394.0148300000244,723.8172800000476,56894,95469467.15771234
2024-04-01 17:42:12.188000+00:00,1442808,68609.98,68784.53,68201.12,68440.0,1394.0036199999136,649.574900000012,74993,95516527.59842938
2024-04-01 18:15:49.717000+00:00,1500639,68440.0,68752.03,68382.01,68569.41,1394.3060099996812,725.053390000111,57831,95664046.3216659
2024-04-01 19:08:59.753000+00:00,1568717,68569.02,69043.0,68558.01,69043.0,1394.9969500000718,867.5703700000148,68078,96077256.7379823
2024-04-01 19:30:59.558000+00:00,1618521,69043.0,69540.0,69028.62,69356.17,1394.0007499999972,968.77502000004,49804,96511408.8822947
2024-04-01 20:12:24.083000+00:00,1678851,69356.17,69816.24,69208.12,69526.32,1394.0037900000395,759.8107800000438,60330,96858750.33011273
2024-04-01 21:25:28.223000+00:00,1756826,69526.32,69837.5,69327.66,69741.07,1394.0014599998665,775.933670000138,77975,96996260.38109738
2024-04-01 22:42:44.845000+00:00,1832552,69741.07,69900.0,69552.1,69699.99,1394.1221599997712,691.4448300000627,75726,97182692.6003897
2024-04-02 00:09:46.075000+00:00,1904972,69699.99,69876.04,69456.66,69475.92,1394.0336400002875,593.8105599999791,72420,97189256.54448695
2024-04-02 01:19:02.511000+00:00,1974421,69475.92,69620.0,69040.0,69404.07,1394.0267299999148,637.8288400000384,69449,96661386.94697931
2024-04-02 02:28:26.610000+00:00,2056465,69404.1,69523.34,68560.0,68648.56,1394.375339999889,549.6931800000433,82044,96444624.73667516
2024-04-02 02:36:33.909000+00:00,2102550,68648.56,68648.56,67812.47,67812.47,1394.166810000046,445.9951400000088,46085,95147011.2017558
2024-04-02 02:39:04.570000+00:00,2153670,67812.4,67917.26,66886.62,67208.96,1394.0794299999827,524.70894000001,51120,93957421.51123652
2024-04-02 02:41:16.313000+00:00,2207504,67208.96,67250.81,66000.0,67116.6,1394.154160000036,568.2909800000132,53834,92743163.50525887
2024-04-02 02:45:39.714000+00:00,2245678,67116.68,67125.13,66256.39,66720.02,1394.0274499999864,674.8063599999704,38174,92986134.87739211
2024-04-02 02:52:27.705000+00:00,2284130,66720.0,67185.71,66716.0,66923.6,1394.00002999999,666.9672000000031,38452,93343697.87619127
2024-04-02 03:05:32.986000+00:00,2324638,66923.6,67195.6,66868.0,67172.02,1394.0787000000323,615.231649999995,40508,93423680.44466844
2024-04-02 03:21:58.251000+00:00,2379767,67172.41,67278.78,66509.68,66636.01,1394.017039999974,636.2280999999996,55129,93321381.1699096
2024-04-02 03:48:05.497000+00:00,2435273,66636.01,67000.0,66620.0,66797.75,1394.0562599999046,654.6216199999834,55506,93110249.48729728
2024-04-02 04:20:21.047000+00:00,2493713,66797.75,66940.0,66322.24,66404.46,1394.0853499999362,589.365560000011,58440,92909056.60213864
2024-04-02 04:50:38.478000+00:00,2538419,66404.46,66874.99,66403.3,66481.04,1394.0413499999563,698.8789199999848,44706,92889377.4289266
2024-04-02 05:21:50.698000+00:00,2592037,66481.35,66781.67,66120.75,66254.2,1394.0296199999896,669.8371000000031,53618,92678056.94325382
2024-04-02 05:58:35.388000+00:00,2647831,66254.01,66835.39,66233.8,66713.31,1394.0099699999232,782.7614799999596,55794,92751029.01474516
2024-04-02 06:42:46.638000+00:00,2695953,66709.75,67028.63,66684.0,67028.62,1394.0693699999297,771.26315999994,48122,93207784.74015383
2024-04-02 07:35:17.204000+00:00,2762219,67028.62,67120.0,66720.01,66768.0,1394.002689999921,643.113209999955,66266,93237432.47669695
2024-04-02 08:14:00.829000+00:00,2836682,66767.75,66767.75,66380.11,66395.98,1394.005209999953,686.6473099999718,74463,92759361.80061442
2024-04-02 08:57:20.856000+00:00,2897357,66395.98,66705.08,66189.75,66235.74,1394.0193799999702,709.8514799999751,60675,92602603.59359068
2024-04-02 09:09:04.007000+00:00,2944009,66235.74,66358.4,65746.2,65956.35,1394.020220000105,618.4947900000008,46652,92003852.6582175
2024-04-02 09:29:13.998000+00:00,2990990,65956.35,66536.05,65953.07,66109.95,1394.073199999992,713.123570000019,46981,92357907.0981369
2024-04-02 10:11:07.562000+00:00,3051885,66109.95,66284.67,65876.12,66116.84,1394.0602000000183,646.5211599999415,60895,92094918.27976248
2024-04-02 10:48:59.056000+00:00,3113426,66116.84,66280.0,65469.84,65474.44,1394.271369999976,600.8246499999843,61541,91925170.92299846
2024-04-02 11:19:26.243000+00:00,3166555,65474.44,66037.97,65454.55,65604.67,1394.0442100001158,740.7424599999654,53129,91698710.86387835
2024-04-02 11:32:18.404000+00:00,3226705,65604.67,65670.0,65075.0,65300.0,1394.0780900000543,588.6152300000108,60150,91033227.52321868
2024-04-02 11:43:47.453000+00:00,3256755,65300.0,65536.92,65081.17,65259.74,1394.1658600000203,782.661300000009,30050,91114106.98910584
2024-04-02 12:00:09.503000+00:00,3291761,65260.0,65646.57,65260.0,65621.87,1394.138329999901,702.2607700000126,35006,91232603.14434192
2024-04-02 12:32:31.597000+00:00,3351742,65621.87,65834.0,65454.55,65744.88,1394.0367099994876,778.3036399999065,59981,91583904.91485344
2024-04-02 13:04:44.287000+00:00,3415282,65744.88,65748.21,65070.0,65070.0,1394.0032499997992,613.367729999896,63540,91158956.7488726
2024-04-02 13:23:51.966000+00:00,3466530,65070.0,65448.84,64889.0,65051.0,1394.0294399999275,554.261719999947,51248,90767125.33028238
2024-04-02 13:34:23.070000+00:00,3508392,65051.0,65084.38,64588.58,64632.0,1394.0509300000008,674.365630000006,41862,90328459.1954199
2024-04-02 13:48:02.970000+00:00,3545033,64632.0,65200.0,64608.02,65140.56,1394.0934199999729,742.9901300000234,36641,90435983.88261114
2024-04-02 14:08:29.394000+00:00,3592064,65140.56,65460.0,64901.89,65430.44,1394.09856000015,813.5484299999747,47031,90912347.92790788
2024-04-02 14:27:54.147000+00:00,3633373,65430.0,65844.15,65325.23,65828.02,1394.0786700000087,768.8947699999984,41309,91499278.30666149
2024-04-02 14:38:05.709000+00:00,3666927,65828.02,66200.19,65788.01,66050.0,1394.0408499999885,782.2232700000105,33554,92085235.9812413
2024-04-02 14:52:20.769000+00:00,3707405,66050.0,66249.83,65712.07,65799.86,1394.8150499999947,738.9546000000103,40478,92099672.30318348
2024-04-02 15:12:12.606000+00:00,3748088,65799.87,66100.0,65584.89,66091.99,1394.0360799999676,857.2906400000186,40683,91857608.53212176
2024-04-02 15:39:08.302000+00:00,3799591,66091.76,66111.55,65600.0,65600.0,1394.6696600000605,605.7766399999634,51503,91796672.1174256
2024-04-02 15:53:05.318000+00:00,3837584,65600.0,65698.71,65129.88,65318.18,1394.2958900000497,542.01134,37993,91236122.73088074
2024-04-02 16:04:36.124000+00:00,3882527,65318.18,65318.18,64666.01,64670.74,1394.1662000000415,595.3672699999896,44943,90501783.17632854
2024-04-02 16:20:54.134000+00:00,3931663,64670.75,65457.95,64550.0,64911.54,1394.016060000046,705.5234100000127,49136,90772664.60774286
2024-04-02 16:53:26.036000+00:00,4001199,64913.04,65750.0,64859.23,65658.43,1394.1641400001376,716.9112199999449,69536,91154608.64027144
2024-04-02 17:31:49.611000+00:00,4058025,65658.78,65696.39,65275.42,65454.54,1394.09861999999,624.7328499999624,56826,91301617.22174774
2024-04-02 18:11:21.437000+00:00,4116455,65454.54,65750.0,65300.01,65479.81,1394.159889999648,815.772530000016,58430,91357001.09306858
2024-04-02 18:46:50.133000+00:00,4165338,65479.82,65888.0,65471.45,65885.45,1394.0000099997935,916.428730000068,48883,91543095.37052302
2024-04-02 19:12:34.861000+00:00,4203097,65885.82,66064.01,65796.0,66055.74,1394.004899999932,745.6647999999896,37759,91935175.19011232
2024-04-02 19:39:21.779000+00:00,4248697,66055.74,66104.12,65779.23,66085.14,1394.5820800000076,762.0849599999596,45600,91987645.69771884
2024-04-02 20:01:25.120000+00:00,4290084,66085.14,66200.0,65870.97,65922.25,1394.1039199999882,733.3702699999874,41387,92124542.6581438
2024-04-02 20:35:09.653000+00:00,4346700,65922.29,66120.0,65865.0,65888.49,1394.001329999922,716.1456800000283,56616,92019282.558892
2024-04-02 21:12:04.215000+00:00,4393759,65888.55,65908.95,65500.98,65648.31,1394.0160399999504,666.8690599999914,47059,91636576.82474202
2024-04-02 21:50:57.972000+00:00,4448841,65648.31,65821.14,65200.0,65517.68,1394.0849799996863,727.3601700000734,55082,91345932.84961958
2024-04-02 23:36:44.681000+00:00,4540075,65517.45,65933.76,65360.0,65368.68,1394.005519999726,635.68926999996,91234,91574724.93364789
2024-04-03 00:27:23.057000+00:00,4600085,65368.07,65610.0,65082.61,65087.98,1394.0251999999855,564.4423999999847,60010,91160718.65383592
2024-04-03 00:39:22.356000+00:00,4641750,65087.98,65166.0,64493.07,64587.93,1394.37056000002,564.0640400000024,41665,90377812.20637836
2024-04-03 00:57:29.623000+00:00,4688858,64587.93,65451.61,64557.1,65322.58,1394.0284999999956,815.8233300000085,47108,90889299.54197688
2024-04-03 01:24:01.861000+00:00,4736671,65322.57,65568.96,65090.0,65348.91,1394.0128799998813,696.6099000000233,47813,91062068.72605868
2024-04-03 02:03:24.109000+00:00,4807246,65348.91,66000.0,65316.0,65930.0,1394.1531600000026,722.8767200000065,70575,91471694.6140444
2024-04-03 02:58:05.352000+00:00,4882951,65930.0,66052.0,65683.74,65904.0,1394.1022999997967,716.4037799999896,75705,91813750.88147704
2024-04-03 04:04:50.619000+00:00,4958775,65904.0,66288.88,65764.0,66230.6,1394.2451200000555,812.14994999992,75824,92023700.33412167
2024-04-03 05:04:46.031000+00:00,5026847,66230.61,66478.59,66120.0,66252.0,1394.002459999597,730.7829400000526,68072,92417491.79377708
2024-04-03 06:22:34.776000+00:00,5101335,66252.0,66299.35,65920.0,66196.92,1394.3134599996818,664.1996799999514,74488,92172202.81727012
2024-04-03 07:51:01.513000+00:00,5183240,66196.92,66483.87,66168.55,66272.2,1394.007729999602,699.9885400000027,81905,92415086.44196746
2024-04-03 08:41:00.978000+00:00,5250790,66272.2,66549.62,65990.0,66488.22,1394.0206500000322,751.9255599999424,67550,92318424.00851038
2024-04-03 09:19:58.708000+00:00,5305463,66488.22,66642.36,66383.58,66465.9,1394.044439999626,804.4426299999853,54673,92752873.0737912
2024-04-03 10:25:59.968000+00:00,5377793,66465.9,66617.02,66332.0,66395.59,1394.00077999954,716.339190000038,72330,92614086.22838402
2024-04-03 11:09:41.866000+00:00,5445955,66395.58,66428.57,65627.0,65627.01,1394.0502799999188,590.0764299999607,68162,92144696.16876304
2024-04-03 12:09:17.431000+00:00,5529497,65627.01,66183.78,65538.06,66090.0,1394.3074299998225,762.7915699999603,83542,91833337.0008221
2024-04-03 13:20:06.696000+00:00,5612859,66090.0,66220.0,65729.73,65813.31,1394.046229999612,715.5907599999891,83362,91900581.11079316
2024-04-03 14:06:13.845000+00:00,5699868,65813.31,66460.0,65635.01,66434.06,1394.0595399998292,792.9239999999454,87009,91949780.33070774
2024-04-03 14:28:10.776000+00:00,5750740,66434.06,66889.97,66375.71,66780.0,1394.300430000014,781.717730000002,50872,92866548.23829828
2024-04-03 15:18:09.184000+00:00,5825454,66780.0,66903.63,66315.74,66359.17,1394.0425399995884,661.8622399998687,74714,92815249.1556462
2024-04-03 15:52:16.399000+00:00,5886362,66359.17,66428.57,65715.67,65831.99,1394.006340000018,691.161209999992,60908,91993621.547073
2024-04-03 16:33:12.567000+00:00,5948937,65832.0,66511.0,65790.21,66511.0,1394.0487400000704,978.880649999938,62575,92188555.4776025
2024-04-03 17:38:55.037000+00:00,6092096,66511.0,66550.0,65829.87,65954.57,1394.0637299987168,715.6676999993072,143159,92348994.04488236
2024-04-03 18:32:16.054000+00:00,6232699,65954.57,66096.77,65544.12,65612.9,1394.0538099986975,582.5289199995723,140603,91739785.00686832
2024-04-03 19:22:52.635000+00:00,6369669,65612.9,66150.0,65451.62,65828.11,1394.1634599982126,661.8226199995108,136970,91830157.52546266
2024-04-03 20:08:57.455000+00:00,6488539,65828.11,65930.17,65619.35,65663.64,1394.148129999183,598.4575199998505,118870,91729953.0723195
2024-04-03 20:48:03.508000+00:00,6540968,65663.64,65790.0,65531.92,65607.49,1394.4270099998316,751.86250999996,52429,91607090.2854106
2024-04-03 21:50:27.056000+00:00,6607179,65607.54,65881.09,65476.63,65849.58,1394.0734599999655,719.1377199999786,66211,91579285.52289066
2024-04-03 22:37:27.373000+00:00,6658217,65849.58,66059.45,65846.95,66000.0,1395.1222599997825,786.0143200000455,51038,92035588.00812732
2024-04-04 00:07:09.113000+00:00,6739626,66000.0,66297.4,65824.0,66100.04,1394.1711699997727,728.5282400000166,81409,92171291.73579577
2024-04-04 02:15:42.430000+00:00,6850974,66100.04,66354.83,65997.02,66000.73,1394.017329999684,615.5927399999462,111348,92239539.34327687
2024-04-04 03:06:33.068000+00:00,6925748,66000.73,66003.54,65454.55,65671.99,1394.0941699997334,614.3772800000087,74774,91613050.9802966
2024-04-04 04:20:34.569000+00:00,7003460,65671.99,65796.59,65212.77,65236.0,1394.036650000032,598.6317699999134,77712,91390005.63366808
2024-04-04 05:40:01.027000+00:00,7079487,65235.64,65567.31,65064.52,65529.08,1394.329719999512,616.7864999999384,76027,91113581.13772526
2024-04-04 07:14:15.640000+00:00,7161009,65529.07,66046.51,65434.39,66005.41,1394.4423099999717,706.9229999998923,81522,91634858.83362456
2024-04-04 08:05:18.009000+00:00,7235746,66005.41,66290.32,65985.64,66157.25,1394.3368499995154,661.3993200000472,74737,92213180.3511875
2024-04-04 09:33:45.123000+00:00,7334485,66156.95,66435.02,66139.11,66196.0,1394.000219999798,693.4575699999255,98739,92399539.50974356
2024-04-04 11:31:58.428000+00:00,7473069,66196.0,66468.99,66108.85,66282.1,1394.4449899994938,752.2676500001522,138584,92454270.72652572
2024-04-04 12:16:50.348000+00:00,7523386,66282.1,66630.0,66272.02,66493.51,1394.0166100000026,908.9632599999536,50317,92624283.66448176
2024-04-04 13:03:13.014000+00:00,7586351,66493.51,66816.66,66460.56,66808.51,1394.2451999998236,824.4482899999375,62965,92910780.05259603
2024-04-04 13:23:41.306000+00:00,7640432,66808.72,67480.0,66741.94,67375.24,1394.058069999996,864.6272500000321,54081,93580418.16819236
2024-04-04 13:45:14.081000+00:00,7693705,67375.24,67450.0,67106.92,67379.12,1394.0311599999866,599.6369099999893,53273,93832806.72277004
2024-04-04 14:11:39.300000+00:00,7753915,67379.12,67700.0,67075.7,67700.0,1394.1615400000596,760.8456599999929,60210,93905264.20591974
2024-04-04 14:41:31.600000+00:00,7805672,67700.0,67757.23,67408.83,67712.9,1394.318040000035,727.8604100000008,51757,94280971.5336006
2024-04-04 15:06:46.555000+00:00,7858210,67712.9,67927.69,67565.72,67610.0,1426.9783899999518,718.1085600000499,52538,96703981.72027884
2024-04-04 15:53:22.854000+00:00,7920402,67610.0,67808.0,67428.57,67762.55,1394.0838900000638,665.1619299999777,62192,94242390.19150744
2024-04-04 16:28:39.439000+00:00,7994065,67762.55,68188.0,67526.5,67851.99,1394.0261000000312,785.554460000041,73663,94558972.14755929
2024-04-04 17:27:49.883000+00:00,8070134,67851.99,68021.02,67721.41,67842.35,1394.0622599996225,591.7581400000254,76069,94626900.08138172
2024-04-04 17:54:50.459000+00:00,8131560,67842.34,68816.64,67808.39,68687.88,1394.0959399999806,854.945040000027,61426,95249382.55061354
2024-04-04 18:06:36.467000+00:00,8182805,68687.88,69309.91,68660.0,69031.99,1394.0710000000283,764.1718400000183,51245,96215774.0266486
2024-04-04 18:28:26.889000+00:00,8238322,69031.99,69155.83,68705.88,68947.12,1394.16272000004,753.5939700000129,55517,96076743.7719299
2024-04-04 18:49:56.514000+00:00,8289070,68947.11,69040.0,68562.29,68992.19,1394.0148399999894,745.1769100000027,50748,95904900.98936616
2024-04-04 19:18:45.754000+00:00,8343413,68992.19,68996.0,68334.24,68410.0,1394.3598000000177,619.6755900000092,54343,95641945.12941502
2024-04-04 19:52:16.745000+00:00,8399867,68410.0,69086.23,68409.99,68672.0,1394.052659999779,642.7089300000525,56454,95885121.78457338
2024-04-04 20:10:17.987000+00:00,8454979,68672.0,68685.95,67604.19,67655.67,1394.2007300000314,586.7911900000024,55112,94986174.10062692
2024-04-04 20:22:31.951000+00:00,8497016,67655.67,67849.0,67320.0,67438.43,1394.0002400000722,659.3381500000152,42037,94186571.34285627
2024-04-04 21:00:21.172000+00:00,8550923,67438.48,68089.4,67420.12,67936.85,1394.7186500001148,769.7603500000332,53907,94545628.66826102
2024-04-04 22:00:10.213000+00:00,8608158,67936.84,68148.69,67495.0,67779.84,1394.017429999957,621.9488100000136,57235,94525486.01979312
2024-04-04 23:18:45.916000+00:00,8690165,67779.76,68431.0,67604.93,68335.94,1394.0080000002058,797.527839999976,82007,94833723.07244876
2024-04-05 00:27:00.665000+00:00,8758902,68335.94,68565.54,68169.01,68276.01,1394.2674999998146,758.244890000073,68737,95344102.08540791
2024-04-05 01:27:49.038000+00:00,8843181,68276.01,68756.67,67940.63,68060.37,1394.1316900000984,668.7517900000113,84279,95263433.58936338
2024-04-05 02:21:26.650000+00:00,8911619,68060.37,68199.99,67727.28,67969.99,1394.161630000146,665.917569999995,68438,94768011.89809652
2024-04-05 03:09:44.630000+00:00,8978874,67969.99,68051.94,67435.67,67842.0,1394.069980000004,647.9488300000233,67255,94338449.0275392
2024-04-05 04:28:33.324000+00:00,9052647,67842.09,68033.33,67700.01,67786.9,1394.007229999934,673.7590800000072,73773,94614130.71146125
2024-04-05 05:18:58.663000+00:00,9124479,67786.74,67802.65,66854.4,66854.4,1394.1219200000469,597.549019999986,71832,94104019.36432996
2024-04-05 05:33:15.617000+00:00,9176700,66854.4,67000.0,66380.0,66582.94,1394.0239500000368,663.143330000001,52221,92885895.40881336
2024-04-05 06:55:22.859000+00:00,9257859,66582.94,67179.56,66520.59,67157.7,1394.206309999783,764.6855699999809,81159,93294473.01799189
2024-04-05 08:13:04.148000+00:00,9347850,67157.7,67319.0,66832.5,67319.0,1394.022829999831,785.7032199999614,89991,93407179.16885206
2024-04-05 09:08:26.278000+00:00,9424798,67319.0,67684.26,66800.0,66800.0,1394.1031900000849,685.3211400000044,76948,93814814.93364853
2024-04-05 09:43:19.548000+00:00,9493534,66800.0,67022.99,66383.01,66653.86,1394.0237700000253,623.2594899999746,68736,92926587.44505218
2024-04-05 10:53:54.049000+00:00,9592324,66653.86,67213.84,66632.6,67064.72,1394.005040000109,766.5204999999253,98790,93283229.37731192
2024-04-05 11:58:15.302000+00:00,9681018,67064.72,67089.14,66421.8,66441.99,1394.2927399999048,638.8291899999638,88694,93070045.85189168
2024-04-05 12:28:57.838000+00:00,9741053,66441.99,66808.42,66183.55,66786.01,1394.0033600000208,733.9574099999787,60035,92716735.12595037
2024-04-05 12:42:10.040000+00:00,9800931,66786.01,66796.02,65952.56,66247.13,1394.229440000174,606.6067600000121,59878,92289678.075358
2024-04-05 13:10:23.132000+00:00,9854129,66247.14,66904.96,66219.38,66584.15,1394.029839999784,712.4028300000037,53198,92913395.916708
2024-04-05 13:43:23.177000+00:00,9912623,66584.14,67300.0,66524.18,67300.0,1395.2952099999527,803.1009100000114,58494,93378273.78813969
2024-04-05 14:11:25.143000+00:00,9973492,67300.0,67766.66,67234.23,67766.66,1394.039390000123,726.852870000021,60869,94016707.64795108
2024-04-05 14:35:51.672000+00:00,10025574,67766.66,67932.8,67407.87,67806.51,1394.0290900000064,686.244000000032,52082,94386680.76915915
2024-04-05 14:52:34.845000+00:00,10077432,67806.51,68566.66,67753.31,68441.75,1394.091750000027,838.2711500000048,51858,95079127.95476855
2024-04-05 15:36:45.481000+00:00,10148325,68441.87,68531.29,67628.2,67685.49,1394.0418600001103,685.5737699999827,70893,94789372.3146884
2024-04-05 16:24:07.044000+00:00,10208492,67685.49,68380.0,67685.49,67968.3,1394.0138999999774,786.3148099999981,60167,94904062.61934204
2024-04-05 17:43:54.792000+00:00,10283834,67968.29,68033.24,67501.01,67563.06,1394.252089999964,626.1421900000199,75342,94540752.14616604
2024-04-05 18:30:36.788000+00:00,10355983,67563.06,67729.54,67316.0,67530.85,1394.0630900001624,758.482090000006,72149,94168812.38954131
2024-04-05 19:33:24.981000+00:00,10418307,67530.9,68000.01,67433.33,67958.26,1394.1712600000212,787.3844500000272,62324,94484340.00972016
2024-04-05 20:04:03.106000+00:00,10461594,67958.26,68096.0,67342.0,67468.85,1394.0377300000428,471.9918900000056,43287,94389731.16116568
2024-04-05 22:03:13.523000+00:00,10556368,67468.85,67838.07,67396.15,67560.01,1394.101650000122,667.6886999999905,94774,94298726.02348678
2024-04-06 00:12:32.555000+00:00,10640531,67560.01,67966.67,67560.01,67704.48,1394.0102600000162,659.4322500000047,84163,94466289.0664158
2024-04-06 02:03:23.719000+00:00,10724299,67704.48,68065.2,67643.47,67734.01,1394.0000400000256,565.6304700000253,83768,94584145.75584777
2024-04-06 03:46:49.542000+00:00,10796236,67734.01,67882.5,67447.83,67643.48,1394.1164399999716,512.0405800000113,71937,94296638.61864954
2024-04-06 05:36:46.944000+00:00,10891977,67643.48,68221.82,67602.0,68053.6,1394.006970000065,676.5604200000389,95741,94609743.6738654
2024-04-06 07:41:35.717000+00:00,10985187,68053.6,68232.14,67845.2,67980.79,1394.0012299999294,657.0618699999965,93210,94851352.30593497
2024-04-06 09:30:32.971000+00:00,11050495,67981.08,68189.33,67859.53,67954.05,1394.0580199999845,630.6320599999826,65308,94791944.87868404
2024-04-06 11:33:08.927000+00:00,11128353,67954.05,67954.05,67633.33,67633.33,1394.166720000089,673.7878600000014,77858,94534722.94007953
2024-04-06 13:37:18.931000+00:00,11226435,67633.33,67796.69,67527.78,67662.0,1394.015940000034,647.2757100000415,98082,94360544.39090174
2024-04-06 15:12:44.548000+00:00,11305179,67662.01,68137.75,67617.03,68136.85,1394.0855300000212,700.4585700000043,78744,94609430.38636217
2024-04-06 16:33:33.195000+00:00,11403972,68136.85,68299.0,67948.83,68000.0,1394.0764100000329,645.389279999979,98793,94987777.67637172
2024-04-06 18:41:51.963000+00:00,11489353,68000.0,68484.09,67950.0,68280.22,1394.1437800001404,756.4309099999283,85381,95124896.43123594
2024-04-06 21:31:42.867000+00:00,11578439,68280.22,68434.88,68166.66,68402.22,1394.2398100000237,697.0288899999583,89086,95277478.33191152
